company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,information,source1,source2,source3,link1,link2,link3,Commodity
Long Lac Minerals Ltd. ,Lac Minerals Ltd. ,,,,,Bousquet (No. 1 and 2),Cadillac ,Quebec,48.253881,-78.452902,1978,2002,,,,,,0,1,1,https://www.mindat.org/loc-206837.html,http://portergeo.com.au/database/mineinfo.asp?mineid=mn085,,Gold
Luscar Stereo Ltd.,Luscar Sterco Ltd.,,Westmoreland Coal Company,,,Coal Valley,Edson (Coal Valley),Alberta,53.04688892,-116.7098687,1978,open,,,,,brief suspension of activities between 2020 and 2021,0,1,1,https://www.miningnorth.com/_rsc/site-content/library/NWT_Mines_History_RSilke2009.pdf,,,Coal
Long Lac Minerals Ltd. ,IAMGOLD Corporation,Quebec Mining Exploration Company (SOQUEM),Silverstack Mines Ltd.,,,Doyon or Silverstack,Cadillac ,Quebec,48.2557,-78.519197,1980,2009,,,,,"Even more companies : Barrick Gold, Cambior, ...The Doyon site was the subject of more intense prospecting in the 1960’s by the prospector Arthur Doyon. In 1972, it became the co-property of Silverstack Mines Company Ltd and of SOQUEM, which carried out exploration works between 1972 and 1975. In 1977, Long Lac Mineral Exploration Ltd (Lac Minerals Ltd) took over Silverstack Mines Ltd, and a drilling survey of 120 holes brought the Doyon deposit into production in February 1980. In 1983, a surface exploration campaign led to the discovery of Doyon West Zones.
The Cadillac-Bousquet region in northwestern Québec has been a productive mining centre for over 100 years and still holds great potential. In 1972, it became the co-property of Silverstack Mines Company Ltd. and the Québec government controlled Soquem Inc., which carried out exploration between 1972 and 1975. In 1975 Long Lac Mineral Exploration Ltd (Lac Minerals Ltd), took over Silverstack’s interest. Commercial open pit mining began at the Doyon Mine in 1980, and while underground mining commenced in 1985, the full transition to a wholly underground operation was completed in early 1989. The Doyon Gold Mine has been a significant producer of gold for the past 30 years having produced over 5 million ounces of gold.
 
In 1986, Cambior Inc. acquired an initial 50% interest in the Doyon Gold Mine and 100% of the Mouska property in connection with the privatisation of most of Soquem’s assets. Cambior became the sole owner of the Doyon Gold Mine by acquiring the remaining 50% interest from Barrick Gold in 1998.
 
Underground exploration at Mouska began in October 1987, pre-production development followed in May 1990 and commercial production commenced in July 1991.  IAMGOLD acquired the Doyon Division including both the Doyon Gold Mine and Mouska Gold Mine through its merger with Cambior in November 2006.
 
The Doyon mine ended operations in December 2009. In the fourth quarter of 2009, the Company approved a program to extend the life of the Mouska Mine to early 2012, through the use of paste backfill produced from the Doyon paste plant.",0,1,1,https://www.mindat.org/loc-256959.html,https://mininglifeonline.net/company-article/doyon-division-gold-mines--qu--bec/3013,https://www.sec.gov/Archives/edgar/data/1203464/000119312514010943/d654919dex991.htm,Gold
Canamax Resources Inc.,Hollinger Consolidated Gold Mines,Algoma Exploration and Development Company,Patricia Mines Ltd.,,,Kremzar ,,Ontario,51.05136,-94.24474,1981,1988,,,,,,0,1,1,https://www.mindat.org/loc-261631.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C08SW00007.html,,Gold
Global Stone (Ingersoll) Ltd.,Stelco (Steel Company of Canada Ltd.) Steel ,,,,,,Ingersoll,Ontario,43.03784371,-80.88413506,1990,2000,,,,,unclear ownership as for other Ingersoll entry,0,1,1,https://www.northernminer.com/subscribe-login/?id=1000178244,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P02SW00005.html,,Lime
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Nickel
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Tellurium
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Cobalt
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Gold
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Copper
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Silver
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Selenium
Xstrata Nickel Canada,,,,,,Onaping/Craig,,Ontario,46.6441,-81.3669,1994,2009,,,,,,0,1,1,https://www.mindat.org/loc-230771.html,https://im-mining.com/2022/05/27/glencore-reveals-bev-mining-fleet-order-for-onaping-depth-all-electric-nickel-copper-mine/,,Platinum
South-Malartic Exploration Inc.,,,,,,Croinor,Val d'Or,Quebec,48.110195,-77.018181,2004,2005,,,,,p. 21 'history' https://assets.website-files.com/5787b0e39bdd7b7161e7fd98/5dcc7ee1547376573adff622_MQR_2019_AIF.pdf,0,1,1,,,,Gold
Hudson Bay Mining and Smelting Co. Ltd. ,Potash Corporation of Saskatchewan (Rocanville Division),Agrium Inc.,,,,Vascoy (Rocanville Division),Vanscoy,Saskatchewan,52.01,-107.08,1971,2014,2015,open,,,,0,1,0,,,,Salt
Hudson Bay Mining and Smelting Co. Ltd. ,Potash Corporation of Saskatchewan (Rocanville Division),Agrium Inc.,,,,Vascoy (Rocanville Division),Vanscoy,Saskatchewan,52.01,-107.08,1971,2014,2015,open,,,,0,1,0,,,,Potash
COGEMA Resources Inc.,Denison Mines Limited,"OURD (Canada) Co., Ltd. ",AREVA Resources Canada Inc.,,,McClean Lake,McMahon,Saskatchewan,58.261669,-103.8030548,1999,2010,,,,,,0,1,0,,,,Uranium
Dumbarton Mines Ltd.,,,,,,,Bird River,Manitoba,50.469166666666666,-95.44555556,1922,1974,,,,,,0,1,0,,,,Nickel
Dumbarton Mines Ltd.,,,,,,,Bird River,Manitoba,50.469166666666666,-95.44555556,1922,1974,,,,,,0,1,0,,,,Copper
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Tellerium
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Slerium
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Gold
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Copper
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Selenium
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Flin Flon,Flin Flon ,Manitoba,56.7545,-101.069493,1929,1990,,,,,,0,1,0,,,,Zinc
Nystone Chemicals Ltd.,,,,,,Brookfield,Truro,Nova Scotia,45.272512,-63.24060185,1944,2008,,,,,"Re-opening of barite mine by Nystone Chemicals, Brookfield, Nova Scotia",0,1,0,,,,Barite
Nystone Chemicals Ltd.,,,,,,Brookfield,Truro,Nova Scotia,45.272512,-63.24060185,1944,2008,,,,,"Re-opening of barite mine by Nystone Chemicals, Brookfield, Nova Scotia",0,1,0,,,,Siderite
Nystone Chemicals Ltd.,,,,,,Brookfield,Truro,Nova Scotia,45.272512,-63.24060185,1944,2008,,,,,"Re-opening of barite mine by Nystone Chemicals, Brookfield, Nova Scotia",0,1,0,,,,Barium
Icon Syndicate,,,,,,Icon Sullivan,Chibougamau ,Quebec,50.238014,-73.811065,1967,1976,,,,,,0,1,0,,,,Silver
Icon Syndicate,,,,,,Icon Sullivan,Chibougamau ,Quebec,50.238014,-73.811065,1967,1976,,,,,,0,1,0,,,,Zinc
Icon Syndicate,,,,,,Icon Sullivan,Chibougamau ,Quebec,50.238014,-73.811065,1967,1976,,,,,,0,1,0,,,,Copper
Sodium Sulphate (Saskatchewan) Ltd. ,Hudson Bay Mining and Smelting Co. Ltd.,Agassiz Resources Ltd.,,,,,Alsask ,Saskatchewan,51.339285,-109.8651447,1967,1971,,,,,,0,1,0,,,,Sodium Sulphate
Share Mines and Oils Ltd. ,,,,,,Hanson Lake,Hanson Lake ,Saskatchewan,54.67499654,-102.8494419,1967,1969,,,,,,0,1,0,,,,Silver
Share Mines and Oils Ltd. ,,,,,,Hanson Lake,Hanson Lake ,Saskatchewan,54.67499654,-102.8494419,1967,1969,,,,,,0,1,0,,,,Lead
Share Mines and Oils Ltd. ,,,,,,Hanson Lake,Hanson Lake ,Saskatchewan,54.67499654,-102.8494419,1967,1969,,,,,,0,1,0,,,,Zinc
Share Mines and Oils Ltd. ,,,,,,Hanson Lake,Hanson Lake ,Saskatchewan,54.67499654,-102.8494419,1967,1969,,,,,,0,1,0,,,,Copper
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Lead
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Copper
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Silver
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Molybdenum
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Tungsten
British Columbia Molybdenum,Amax of Canada Ltd.,,,,,Alice Arm,Kitsault ,British Columbia,55.421943,-129.41944,1967,1982,,,,,,0,1,0,,,,Zinc
Wasamac Mines Ltd. ,,,,,,Wasamac 2,Arntfield ,Quebec,48.212151,-79.198681,1968,1988,1998,2001,,,,0,1,0,,,,Silver
Wasamac Mines Ltd. ,,,,,,Wasamac 2,Arntfield ,Quebec,48.212151,-79.198681,1968,1988,1998,2001,,,,0,1,0,,,,Copper
Wasamac Mines Ltd. ,,,,,,Wasamac 2,Arntfield ,Quebec,48.212151,-79.198681,1968,1988,1998,2001,,,,0,1,0,,,,Gold
Tantalum Mining Corporation of Canada Ltd.,,,,,,Bernic Lake,Lac du Bonnet ,Manitoba,50.42861111111111,-95.4525,1969,2016,,,,,,0,1,0,,,,Tantalum
Tantalum Mining Corporation of Canada Ltd.,,,,,,Bernic Lake,Lac du Bonnet ,Manitoba,50.42861111111111,-95.4525,1969,2016,,,,,,0,1,0,,,,Cesium
Cape Breton Development Corp.,,,,,,Phalen,New Waterford,Nova Scotia,46.25314274,-60.09054688,1970,1976,,,,,"Closing of Devco’s Phalen Colliery, New Waterford, Cape Breton Island, Nova Scotia 1999 ",0,1,0,,,,Coal
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Tellurium
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Gold
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Copper
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Silver
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Selenium
Noranda Mines Ltd.,,,,,,,Cadillac ,Quebec,48.24999,-79.0164,1970,1980,,,,,,0,1,0,,,,Pyrite
Chesbar Iron Powder Ltd.,,,,,,,,Quebec,49.452351,-76.502154,1970,1971,,,,,,0,1,0,,,,Iron
"Canadian Salt Company, Ltd.",,,,,,,Belle Plaine ,Saskatchewan,50.39373442,-105.1557625,1970,open,,,,,,0,1,0,,,,Salt
Potash Corporation of Saskatchewan Inc.,,,,,,Rocanville Division,Rocanville,Saskatchewan,50.458098,-101.5334994,1970,open,,,,,,0,1,0,,,,Potash
Falconbridge Nickel Mines Ltd. ,,,,,,Manibridge,Wabowden,Manitoba,54.702222222222225,-98.83722222,1971,1977,,,,,,0,1,0,,,,Nickel
Falconbridge Nickel Mines Ltd. ,,,,,,Manibridge,Wabowden,Manitoba,54.702222222222225,-98.83722222,1971,1977,,,,,,0,1,0,,,,Copper
Dawson Eldorado Gold Explorations Ltd.,,,,,,Plata ,,Yukon,63.58583333333333,-132.0319444,1972,2009,,,,,,0,1,0,,,,Silver
Dawson Eldorado Gold Explorations Ltd.,,,,,,Plata ,,Yukon,63.58583333333333,-132.0319444,1972,2009,,,,,,0,1,0,,,,Lead
Dawson Eldorado Gold Explorations Ltd.,,,,,,Plata ,,Yukon,63.58583333333333,-132.0319444,1972,2009,,,,,,0,1,0,,,,Gold
"Miller Minerals, a division of Miller Paving Limited",Dymond Clay Products Ltd.,,,,,Haileybury,Lake Timiskaming ,Ontario,47.45408113,-79.67363424,1991,open,,,,,,0,1,0,,,,Limestone
"Miller Minerals, a division of Miller Paving Limited",Dymond Clay Products Ltd.,,,,,Haileybury,Lake Timiskaming ,Ontario,47.45408113,-79.67363424,1991,open,,,,,,0,1,0,,,,Lime
"Miller Minerals, a division of Miller Paving Limited",Dymond Clay Products Ltd.,,,,,Haileybury,Lake Timiskaming ,Ontario,47.45408113,-79.67363424,1991,open,,,,,,0,1,0,,,,lime
Luscar Ltd.,,,,,,Shand,Estevan ,Saskatchewan,49.100149,-102.8797397,1992,open,,,,,,0,1,0,,,,Coal
Brogan Mining Company Limited,Greenhills Development Ltd.,,,,,Sullivan Creek or Florence,Florence ,Nova Scotia,46.27066384,-60.28226058,1997,2010,,,,,"Rio Algom constructing plant for tin mine, near Yarmouth, Nova Scotia",0,1,0,,,,Coal
Richmont Mines Inc.,Rambler Metals and Mining PLC,,,,,Nugget Pond,Baie Verte ,Newfoundland-and-Labrador,49.84502134,-55.77535906,1997,2010,,,,,,0,1,0,,,,Copper
Richmont Mines Inc.,Rambler Metals and Mining PLC,,,,,Nugget Pond,Baie Verte ,Newfoundland-and-Labrador,49.84502134,-55.77535906,1997,2010,,,,,,0,1,0,,,,Gold
Comox Mining Co. Ltd. ,Canadian Collieries (Dunsmuir) Ltd. ,,,,,,,British Columbia,49.631388,-125.03805,1888,1967,,,,,,0,0,1,https://www.memorybc.ca/canadian-collieries-dunsmuir,,,Fireclay
Comox Mining Co. Ltd. ,Canadian Collieries (Dunsmuir) Ltd. ,,,,,,,British Columbia,49.631388,-125.03805,1888,1967,,,,,,0,0,1,https://www.memorybc.ca/canadian-collieries-dunsmuir,,,Coal
Kiena Gold Mines Ltd.,Placer Dome Inc.,,,,,Kiena,Val d’Or ,Quebec,48.120858,-77.917978,1936,1996,2005,2013,2021,open,"Contradictory information: ""1981
• Production begins, Kiena gold mine, Val-d’Or, Quebec"" from https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",0,0,1,https://www.mindat.org/loc-195148.html,https://plus.lapresse.ca/screens/4549dde9-a343-488b-9ad8-1d67d6f58eda%7C_0.html,https://www.canadianminingjournal.com/featured-article/wesdome-reopens-kiena-mine/,Gold
Elder Mines Ltd. ,Peel-Elder Mine Ltd.,Abcourt Mines Inc.,,,,Peel-Elder,Beauchastel,Quebec,48.286378,-79.130486,1944,1966,2016,open,,,,0,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-256811.html,,Silica
Elder Mines Ltd. ,Peel-Elder Mine Ltd.,Abcourt Mines Inc.,,,,Peel-Elder,Beauchastel,Quebec,48.286378,-79.130486,1944,1966,2016,open,,,,0,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-256811.html,,Lead
Elder Mines Ltd. ,Peel-Elder Mine Ltd.,Abcourt Mines Inc.,,,,Peel-Elder,Beauchastel,Quebec,48.286378,-79.130486,1944,1966,2016,open,,,,0,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-256811.html,,Copper
Elder Mines Ltd. ,Peel-Elder Mine Ltd.,Abcourt Mines Inc.,,,,Peel-Elder,Beauchastel,Quebec,48.286378,-79.130486,1944,1966,2016,open,,,,0,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-256811.html,,Gold
Elder Mines Ltd. ,Peel-Elder Mine Ltd.,Abcourt Mines Inc.,,,,Peel-Elder,Beauchastel,Quebec,48.286378,-79.130486,1944,1966,2016,open,,,,0,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-256811.html,,Silver
Mclntyre Coal Mines Ltd.,CST Canada Coal Limited,Up Energy Development Group Ltd.,,,,,Grande Cache ,Alberta,53.93860907,-119.1783886,1967,1972,2004,2015,2018,2020,,0,0,1,https://www.gem.wiki/Grande_Cache_Coal,,,Coal
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Lead
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Copper
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Gold
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Silver
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Bismuth
Cusac Industries Ltd. ,Erikson Gold Mining Corp.,Total Erikson Resources Ltd.,,,,"Table Mountain, Cassiar Gold Property, Erikson, Jennie,(…) McDame Lake",Cassiar,British Columbia,59.195555,-129.68499,1978,1988,1994,2007,,,Lots of prospection and sampling since then,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=104P%20%20029,,,Cadmium
